feature_type,seed,final_train_loss,final_val_loss,RMSE,MAE,R2
inv3,42,0.0419947455120899,0.06711383908987045,1020.6242,519.78284,0.19217580556869507
inv3,23,0.044237495038116394,0.10158742964267731,670.16296,390.2411,0.40531009435653687
inv3,15,0.04258288128874359,0.10754470527172089,1144.3452,570.7613,0.19705259799957275
inv3,34,0.04086047574932623,0.12612619996070862,1837.0854,928.6762,0.11457258462905884
inv3,18,0.04629913074672771,0.2456989735364914,2089.1567,1284.644,-0.12874114513397217
inv3,32,0.04150119199525586,0.16533078253269196,1971.9132,950.32635,-0.22614002227783203
inv3,47,0.043564855187966676,0.2136397361755371,2253.7493,1179.939,0.09828490018844604
inv3,27,0.04579501994242326,0.134198859333992,2579.2034,984.8414,0.02129274606704712
inv3,8,0.042725936998484544,0.20747637748718262,2030.6189,1340.1957,-0.05604720115661621
inv3,52,0.04348189645132966,0.15443968772888184,1587.5059,802.0641,-0.08829092979431152
