feature_type,seed,final_train_loss,final_val_loss,RMSE,MAE,R2
inv3,42,0.02993769510126026,0.04246820881962776,644.08307,373.35635,0.6782867312431335
inv3,23,0.02720735015598011,0.08303651958703995,481.59872,301.18643,0.6928854584693909
inv3,15,0.030079257120524103,0.08673431724309921,961.89484,527.107,0.4326798915863037
inv3,34,0.028083391388120132,0.12726522982120514,1825.8573,965.70447,0.1253628134727478
inv3,18,0.02623857532389476,0.14772337675094604,1611.2155,944.00464,0.32863354682922363
inv3,32,0.031391940242567994,0.09890064597129822,1757.9344,919.8575,0.025526881217956543
inv3,47,0.026704844217713148,0.07012449204921722,1718.7822,804.5518,0.4755551218986511
inv3,27,0.031836312229901166,0.0714259147644043,1629.269,768.35443,0.6094584465026855
inv3,8,0.02986965085590742,0.16336306929588318,1825.2318,1273.7554,0.1467769742012024
inv3,52,0.03074515516257418,0.10067109018564224,1488.3846,787.6306,0.043368518352508545
