feature_type,seed,final_train_loss,final_val_loss,RMSE,MAE,R2
inv3,42,0.03201600114778919,0.0746341124176979,1056.7338,476.5055,0.13400304317474365
inv3,23,0.03441998408507028,0.1403251439332962,643.46735,384.43747,0.45174485445022583
inv3,15,0.03182678921474058,0.10047537088394165,956.31354,514.0766,0.4392443895339966
inv3,34,0.03903726075688449,0.10488273203372955,1675.0193,886.6757,0.2639049291610718
inv3,18,0.033401408766157936,0.1601138412952423,1833.2001,1152.5248,0.13089525699615479
inv3,32,0.0328621473952332,0.09194178134202957,1815.2068,833.7043,-0.03900277614593506
inv3,47,0.03384263584009521,0.1646384745836258,2174.8591,1068.1061,0.16030728816986084
inv3,27,0.03582246086352658,0.09714563935995102,2317.8145,871.2379,0.20961439609527588
inv3,8,0.03252875443692036,0.18151478469371796,1776.2975,1309.5685,0.1919134259223938
inv3,52,0.036157739751768156,0.12730777263641357,1392.6948,687.5697,0.1624200940132141
