feature_type,seed,final_train_loss,final_val_loss,RMSE,MAE,R2
vit,42,0.029392849458432988,0.061295509338378906,926.54767,507.68143,0.33423537015914917
vit,23,0.029388669389428683,0.09924769401550293,454.04324,314.55557,0.7270241975784302
vit,15,0.0309060363315087,0.12823303043842316,740.24585,504.47897,0.6640110611915588
vit,34,0.02849306346262028,0.1272689402103424,1795.1654,877.98456,0.15452027320861816
vit,18,0.03153691544415323,0.17739538848400116,1854.6361,1158.9884,0.11045122146606445
vit,32,0.029337031969159127,0.041431497782468796,1061.8661,591.42694,0.6444473266601562
vit,47,0.027539181361801605,0.12839153409004211,2233.9316,1094.5745,0.11407315731048584
vit,27,0.027209620154419877,0.06856679171323776,2349.5566,841.79047,0.18781769275665283
vit,8,0.03279324015859741,0.1507548987865448,1147.7573,895.2238,0.6626143455505371
vit,52,0.03060247979948424,0.1487025022506714,1350.4839,855.8156,0.21242272853851318
