feature_type,seed,final_train_loss,final_val_loss,RMSE,MAE,R2
vit,42,0.025609215018279424,0.061476871371269226,834.90314,487.69043,0.459423303604126
vit,23,0.02642456325831005,0.10572861135005951,525.1223,338.4576,0.6348673105239868
vit,15,0.025708447702736704,0.1680144965648651,1298.0675,786.00214,-0.033159852027893066
vit,34,0.030131260773534056,0.16866254806518555,1968.2493,1087.0511,-0.016376137733459473
vit,18,0.026572109928996085,0.28214484453201294,2117.8447,1331.7911,-0.15995347499847412
vit,32,0.028107002157971784,0.08913908153772354,1809.7355,740.59064,-0.03274881839752197
vit,47,0.027584225597961174,0.20826448500156403,2381.578,1195.9203,-0.006903171539306641
vit,27,0.024504671281488342,0.11630169302225113,2408.9326,955.4978,0.14624959230422974
vit,8,0.024449325926450955,0.2440715730190277,1655.1907,1127.0579,0.29834675788879395
vit,52,0.02671137407531835,0.11393655836582184,1455.2699,869.90784,0.08546268939971924
