feature_type,seed,final_train_loss,final_val_loss,RMSE,MAE,R2
vit,42,0.025743349300934134,0.05441448464989662,945.5022,418.32285,0.30671757459640503
vit,23,0.02987731769886794,0.0767187848687172,644.74225,354.9422,0.4495701789855957
vit,15,0.029698898991772263,0.13836300373077393,1088.1039,621.5127,0.27403831481933594
vit,34,0.029685209633895704,0.11426322162151337,1847.9054,873.3741,0.10411202907562256
vit,18,0.02663713498092488,0.19662699103355408,1885.0863,1138.311,0.08100146055221558
vit,32,0.027154812160502043,0.09316949546337128,1702.4735,785.2675,0.0860440731048584
vit,47,0.028491295390448517,0.11826048791408539,2149.9612,1080.821,0.17942291498184204
vit,27,0.026768630298461705,0.07515644282102585,1878.8604,798.7063,0.4806373715400696
vit,8,0.028755161890667447,0.10713653266429901,1530.3274,953.17755,0.40021562576293945
vit,52,0.026724151080100355,0.10588139295578003,1350.8438,781.5342,0.21200299263000488
