feature_type,seed,final_train_loss,final_val_loss,RMSE,MAE,R2
vit,42,0.026160827204996708,0.07486432790756226,992.4901,612.53735,0.2360982894897461
vit,23,0.02765819450418429,0.08720362186431885,621.0387,345.30463,0.48929864168167114
vit,15,0.02653348672977249,0.14607389271259308,1140.4023,526.5298,0.20257622003555298
vit,34,0.028537481762537422,0.15003103017807007,1565.242,897.62305,0.3572275638580322
vit,18,0.02368665000845714,0.18348048627376556,1681.3326,1008.61664,0.2689288258552551
vit,32,0.02427615964541668,0.06893839687108994,1593.4908,777.7898,0.19931143522262573
vit,47,0.025660448390338743,0.15321044623851776,2340.9988,1082.882,0.02711719274520874
vit,27,0.02649267767015742,0.08047324419021606,1702.8976,756.4535,0.5733627676963806
vit,8,0.028031927397951455,0.1566518098115921,1893.7571,1238.2899,0.0815088152885437
vit,52,0.0257108049779362,0.163211390376091,1545.3009,831.9322,-0.031194210052490234
