feature_type,seed,final_train_loss,final_val_loss,RMSE,MAE,R2
vit,42,0.02716235214806613,0.0760401114821434,1034.7101,541.7367,0.16972392797470093
vit,23,0.024589826039023162,0.10060219466686249,627.5456,372.66992,0.47854089736938477
vit,15,0.026225510507849478,0.10070972144603729,893.6272,556.5374,0.5103499889373779
vit,34,0.02759618422575638,0.12186773866415024,1732.1647,921.48883,0.21282261610031128
vit,18,0.02780991428382489,0.17927995324134827,1763.6108,1039.0554,0.19562619924545288
vit,32,0.024995762487773958,0.03898068144917488,1074.3258,562.1558,0.6360543966293335
vit,47,0.028127311884972712,0.07977087050676346,1752.433,863.5349,0.4548186659812927
vit,27,0.025774504948222175,0.09213467687368393,2333.0032,900.6308,0.19922173023223877
vit,8,0.026414054921016946,0.1731497049331665,2344.1736,1458.7145,-0.407362699508667
vit,52,0.025230997106537194,0.16204489767551422,1551.3457,943.7468,-0.03927743434906006
