feature_type,seed,final_train_loss,final_val_loss,RMSE,MAE,R2
vit,42,0.029408589108378846,0.05928942561149597,1008.52563,439.67776,0.21121424436569214
vit,23,0.029687502433444694,0.08844602108001709,614.27203,347.2293,0.5003669261932373
vit,15,0.02513345222556569,0.10289060324430466,1047.7224,590.24243,0.32692182064056396
vit,34,0.026785612730635244,0.07357204705476761,1571.4794,745.4691,0.35209453105926514
vit,18,0.028277945157627594,0.1654222458600998,1574.687,945.386,0.35873013734817505
vit,32,0.02543714276856261,0.07091382890939713,1580.9045,727.5337,0.21191006898880005
vit,47,0.02713033537728571,0.12924273312091827,2031.8522,1042.5199,0.26710402965545654
vit,27,0.024759632324316223,0.08716892451047897,2053.9773,943.3187,0.3793126344680786
vit,8,0.028573892303977444,0.14804920554161072,2175.4675,1196.7866,-0.21208107471466064
vit,52,0.027608527999172332,0.12739421427249908,1527.3063,838.42084,-0.007318019866943359
