feature_type,seed,final_train_loss,final_val_loss,RMSE,MAE,R2
vit,42,0.028379766006386302,0.035382505506277084,814.424,379.25107,0.485617458820343
vit,23,0.02673694993580244,0.09648281335830688,498.5697,315.2204,0.6708594560623169
vit,15,0.026315554688319316,0.11542202532291412,1021.567,536.6869,0.3601078987121582
vit,34,0.02837775823613886,0.12247198820114136,1770.5938,912.0577,0.177507221698761
vit,18,0.025517975468991212,0.16263224184513092,1604.4613,943.5197,0.3342505097389221
vit,32,0.026902762915712693,0.06384295970201492,1375.4365,716.6938,0.40345174074172974
vit,47,0.025626600395826343,0.08581271767616272,1758.8036,860.9008,0.45084768533706665
vit,27,0.023926049529216346,0.08495143800973892,2261.4885,944.5324,0.24756252765655518
vit,8,0.03008136769986504,0.12634925544261932,1632.3184,1022.419,0.3176044225692749
vit,52,0.028346432637059667,0.09181877225637436,1360.4757,758.2177,0.20072567462921143
