MAE,RMSE,R²,Coefficients,Intercept,P-Values
1617.9781062058019,4292.068451626721,0.019031243419746158,"[767.8101197829932, 75.45380481072542, -510.7906522383019, 44.695084447816434]",767.8101197829932,"[0.0006991885868608044, 0.4343683148015376, 0.4414291623308366, 0.591382215526796]"
