n_estimators,max_depth,learning_rate,subsample,colsample_bytree,random_state_metrics,avg_MAE,avg_RMSE,avg_R²
100,5,0.1,0.8,0.8,"[{'random_state': 42, 'MAE': 821.2740143654564, 'RMSE': 1456.123240234687, 'R²': 0.29066354793938365}, {'random_state': 23, 'MAE': 988.503595827276, 'RMSE': 1686.3797128721744, 'R²': 0.17300573675803643}, {'random_state': 15, 'MAE': 1140.877898567893, 'RMSE': 2784.626620085804, 'R²': 0.06079648415822936}, {'random_state': 34, 'MAE': 922.8047963478782, 'RMSE': 1639.6379179805126, 'R²': 0.18899228444577543}, {'random_state': 18, 'MAE': 1596.0902114528317, 'RMSE': 6775.884648331642, 'R²': 0.013440516691994309}, {'random_state': 32, 'MAE': 955.7189282628839, 'RMSE': 1818.992676395605, 'R²': 0.18934395713412733}, {'random_state': 47, 'MAE': 1331.3481899212925, 'RMSE': 5729.043190589217, 'R²': 0.021386965737561825}, {'random_state': 27, 'MAE': 884.3765454677234, 'RMSE': 1880.8221779707815, 'R²': 0.16241696061472544}, {'random_state': 8, 'MAE': 964.5104260566018, 'RMSE': 1662.5492413045286, 'R²': 0.17005156572156543}, {'random_state': 52, 'MAE': 1027.72940735002, 'RMSE': 1807.8039334327202, 'R²': 0.284832092643288}]",1063.3234013619856,2724.186335919767,0.1554930111844687
